Date,A0,A1,A2,A3,A4,A5,A6
20190813,0,0,0,1,4,11,4
20190811,0,0,0,0,4,6,10
20190808,0,0,0,4,11,5,0
20190806,0,0,0,0,8,9,3
20190804,0,0,0,2,5,7,6
20190801,0,0,0,2,2,8,8
20190730,0,0,0,1,3,6,10
20190728,0,0,0,1,3,8,8
20190725,0,0,0,0,3,11,6
20190723,0,0,0,4,2,7,7
20190721,0,0,1,3,3,11,2
20190718,0,0,1,1,5,9,4
20190716,0,0,0,0,2,10,8
20190714,0,0,1,8,10,1,0
20190711,0,0,2,2,7,9,0
20190709,0,0,0,3,7,10,0
20190707,0,0,1,4,8,6,1
20190704,0,0,0,0,4,7,9
20190702,0,0,1,2,9,8,0
20190630,0,0,1,7,9,3,0
20190627,0,0,0,4,9,6,1
20190625,0,0,0,8,10,2,0
20190623,0,0,0,2,4,9,5
20190620,0,0,0,0,6,13,1
20190618,0,0,0,2,9,7,2
20190616,0,0,0,2,5,9,4
20190613,0,0,0,2,9,8,1
20190611,0,0,0,2,5,13,0
20190609,0,0,0,3,5,10,2
20190606,0,0,0,1,1,11,7
20190604,0,0,1,2,7,9,1
20190602,0,0,0,0,10,7,3
20190530,0,0,0,1,4,7,8
20190528,0,0,0,2,5,8,5
20190526,0,0,0,1,1,11,7
20190523,0,0,0,0,3,8,9
20190521,0,0,0,2,2,12,4
20190519,0,0,0,2,6,7,5
20190516,0,0,0,0,1,12,7
20190514,0,1,1,4,7,6,1
20190512,0,0,0,0,3,8,9
20190509,0,0,0,4,7,9,0
20190507,0,0,0,0,2,7,11
20190505,0,0,0,0,4,8,8
20190502,0,0,0,2,5,3,10
20190430,0,0,0,0,4,7,9
20190428,0,0,0,0,3,6,11
20190425,0,0,2,6,10,2,0
20190423,0,0,1,4,6,9,0
20190421,0,0,2,7,7,3,1
20190418,0,0,0,2,2,10,6
20190416,0,0,2,6,10,2,0
20190414,0,0,0,0,1,3,16
20190411,0,0,0,2,6,9,3
20190409,0,0,0,1,4,11,4
20190407,0,0,1,5,7,5,2
20190404,0,0,0,1,9,6,4
20190402,0,0,0,0,2,11,7
20190331,0,0,0,4,5,10,1
20190328,0,0,0,1,7,8,4
20190326,0,0,0,0,5,7,8
20190324,0,0,0,2,1,7,10
20190321,0,0,0,1,3,16,0
20190319,0,0,2,2,11,5,0
20190317,0,0,0,0,8,8,4
20190314,0,0,2,7,10,1,0
20190312,0,0,0,0,2,8,10
20190310,0,0,0,1,2,9,8
20190307,0,0,1,0,1,16,2
20190305,0,0,0,2,7,11,0
20190303,0,0,0,0,3,14,3
20190228,0,0,0,0,10,9,1
20190226,0,0,2,3,4,10,1
20190224,0,0,0,0,4,7,9
20190221,0,0,0,1,4,8,7
20190219,0,0,0,1,3,4,12
20190217,0,0,0,3,5,12,0
20190214,0,0,0,0,6,14,0
20190212,0,0,0,0,2,8,10
20190203,0,0,0,0,2,13,5
20190131,0,0,0,0,9,11,0
20190129,0,0,0,1,3,12,4
20190127,0,0,2,8,8,2,0
20190124,0,0,0,1,2,7,10
20190122,0,0,0,1,10,7,2
20190120,0,0,2,7,9,2,0
20190117,0,0,1,4,9,6,0
20190115,0,0,0,0,1,13,6
20190113,0,0,0,0,3,9,8
20190110,0,0,2,12,5,1,0
20190108,0,0,2,1,9,7,1
20190106,0,0,0,1,4,9,6
20190103,0,0,0,0,2,5,13
20190101,0,0,0,1,6,12,1
20181230,0,1,1,4,9,4,1
20181227,0,0,0,0,1,5,14
20181225,0,0,0,0,0,9,11
20181223,0,0,0,1,5,11,3
20181220,0,0,0,2,2,13,3
20181218,0,0,0,0,2,15,3
20181216,0,0,0,1,7,9,3
20181213,0,0,0,1,3,12,4
20181211,0,0,0,1,3,12,4
20181209,0,0,0,3,5,8,4
20181206,0,0,0,0,5,15,0
20181204,0,0,0,2,2,11,5
20181202,0,0,0,3,10,7,0
20181129,0,0,0,1,8,5,6
20181127,0,0,1,3,10,4,2
20181125,0,0,3,6,6,5,0
20181122,0,0,0,1,6,6,7
20181120,0,0,0,2,6,7,5
20181118,0,0,0,2,7,10,1
20181115,0,0,0,5,6,7,2
20181113,0,0,0,0,5,10,5
20181111,0,0,0,1,4,11,4
20181108,0,0,0,1,5,10,4
20181106,0,0,0,1,9,8,2
20181104,0,0,0,1,10,7,2
20181101,0,0,0,2,5,8,5
20181030,0,0,0,1,3,10,6
20181028,0,0,0,3,3,13,1
20181025,0,0,0,1,8,11,0
20181023,0,0,0,0,0,11,9
20181021,0,0,1,6,9,4,0
20181018,0,0,0,0,8,11,1
20181016,0,0,0,0,2,7,11
20181014,0,0,0,5,8,7,0
20181011,0,0,0,0,4,4,12
20181009,0,0,0,2,3,11,4
20181007,0,0,0,0,4,8,8
20181004,0,0,0,1,3,11,5
20181002,0,0,0,1,3,16,0
20180930,0,0,0,1,7,10,2
20180927,0,0,0,1,6,13,0
20180925,0,0,1,3,9,7,0
20180923,0,0,0,0,2,10,8
20180920,0,0,1,3,6,5,5
20180918,0,0,3,6,10,1,0
20180916,0,0,0,2,4,10,4
20180913,0,0,1,4,11,4,0
20180911,0,0,0,0,2,8,10
20180909,0,0,0,0,1,7,12
20180906,0,0,0,1,6,9,4
20180904,0,0,0,0,2,9,9
20180902,0,0,0,0,8,7,5
20180830,0,0,1,12,6,1,0
20180828,0,0,1,1,11,6,1
20180826,0,0,0,3,6,11,0
20180823,0,0,0,2,9,8,1
20180821,0,0,0,4,11,3,2
20180819,0,0,0,2,9,9,0
20180816,0,0,0,1,8,10,1
20180814,0,0,0,0,4,11,5
20180812,0,0,0,0,7,13,0
20180809,0,0,0,5,6,9,0
20180807,0,0,1,1,7,10,1
20180805,0,0,0,1,10,7,2
20180802,0,0,0,0,0,10,10
20180731,0,0,0,1,6,11,2
20180729,0,0,0,4,8,8,0
20180726,0,0,1,5,7,7,0
20180724,0,0,0,10,7,3,0
20180722,0,0,0,0,2,3,15
20180719,0,0,0,3,4,7,6
20180717,0,0,0,0,3,8,9
20180715,0,0,2,9,4,3,2
20180712,0,0,0,2,6,11,1
20180710,0,0,0,0,2,12,6
20180708,0,0,1,0,6,4,9
20180705,0,0,0,0,2,10,8
20180703,0,0,0,1,5,9,5
20180701,0,0,0,0,5,6,9
20180628,0,0,0,1,6,7,6
20180626,0,0,0,0,4,10,6
20180624,0,0,0,2,2,12,4
20180621,0,0,0,1,4,9,6
20180619,0,0,0,0,3,15,2
20180617,0,0,0,2,1,10,7
20180614,0,0,0,1,7,7,5
20180612,0,0,0,4,9,7,0
20180610,0,0,0,1,7,8,4
20180607,0,0,0,5,8,6,1
20180605,0,0,0,2,3,10,5
20180603,0,0,0,2,5,5,8
20180531,0,0,0,3,6,11,0
20180529,0,0,0,0,2,7,11
20180527,0,0,0,0,1,7,12
20180524,0,0,0,4,7,8,1
20180522,0,0,1,1,3,7,8
20180520,0,0,0,0,2,4,14
20180517,0,0,1,0,8,9,2
20180515,0,0,0,2,8,8,2
20180513,0,0,0,3,7,10,0
20180510,0,0,0,1,6,12,1
20180508,0,0,0,0,8,11,1
20180506,0,0,0,0,1,9,10
20180503,0,0,0,2,11,5,2
20180501,0,0,2,5,10,3,0
20180429,0,0,1,4,7,6,2
20180426,0,0,0,3,3,7,7
20180424,0,0,0,0,3,6,11
20180422,0,0,0,1,3,13,3
20180419,0,0,0,0,4,10,6
20180417,0,0,0,1,6,9,4
20180415,0,0,0,0,2,11,7
20180412,0,0,0,4,10,5,1
20180410,0,1,0,5,8,6,0
20180408,0,0,0,1,7,9,3
20180405,0,0,0,0,0,7,13
20180403,0,0,1,2,8,7,2
20180401,0,0,0,4,4,12,0
20180329,0,0,0,3,6,5,6
20180327,0,0,0,3,7,8,2
20180325,0,0,0,3,10,7,0
20180322,0,0,0,0,5,9,6
20180320,0,0,0,5,5,8,2
20180318,0,0,0,1,4,13,2
20180315,0,0,0,0,3,11,6
20180313,0,0,0,0,4,3,13
20180311,0,0,0,0,3,11,6
20180308,0,0,0,1,3,15,1
20180306,0,0,0,0,3,8,9
20180304,0,0,1,6,3,5,5
20180301,0,0,1,0,6,5,8
20180227,0,0,1,1,7,8,3
20180225,0,0,0,2,7,10,1
20180222,0,0,0,0,0,14,6
20180213,0,0,1,0,6,4,9
20180211,0,0,0,0,2,8,10
20180208,0,0,0,0,6,10,4
20180206,0,0,0,1,3,10,6
20180204,0,2,3,4,7,4,0
20180201,0,0,0,0,7,9,4
20180130,0,0,1,4,6,8,1
20180128,0,0,0,0,1,9,10
20180125,0,0,0,1,6,13,0
20180123,0,0,0,1,6,10,3
20180121,0,0,0,3,2,13,2
20180118,0,0,0,0,2,8,10
20180116,0,0,1,1,6,10,2
20180114,0,0,0,0,0,7,13
20180111,0,0,1,2,13,4,0
20180109,0,0,0,1,9,6,4
20180107,0,1,1,3,7,7,1
20180104,0,0,0,1,7,10,2
20180102,0,0,1,2,8,8,1
20171231,0,0,0,2,4,9,5
20171228,0,0,0,0,1,9,10
20171226,0,0,0,0,3,4,13
20171224,0,0,0,1,6,8,5
20171221,0,0,0,0,2,9,9
20171219,0,0,0,0,7,7,6
20171217,0,0,0,2,4,11,3
20171214,0,0,0,6,8,5,1
20171212,0,0,1,5,10,4,0
20171210,0,0,0,1,4,7,8
20171207,0,0,0,2,10,6,2
20171205,0,0,0,0,3,7,10
20171203,0,0,1,1,3,15,0
20171130,0,0,1,3,3,9,4
20171128,0,0,0,4,8,3,5
20171126,0,0,0,1,10,9,0
20171123,0,0,2,9,5,4,0
20171121,0,0,0,1,6,7,6
20171119,0,0,0,0,2,11,7
20171116,0,0,1,5,8,6,0
20171114,0,0,0,0,1,10,9
20171112,0,0,0,7,4,8,1
20171109,0,0,1,4,9,4,2
20171107,0,0,0,3,3,9,5
20171105,0,0,0,0,5,12,3
20171102,0,0,1,0,3,16,0
20171031,0,0,0,3,7,8,2
20171029,0,0,1,7,5,7,0
20171026,0,0,1,1,7,9,2
20171024,0,0,0,0,8,7,5
20171022,0,0,0,0,3,12,5
20171019,0,0,0,2,10,6,2
20171017,0,0,0,2,6,9,3
20171015,0,0,0,3,8,6,3
20171012,0,0,0,1,9,6,4
20171010,0,0,0,0,2,5,13
20171008,0,0,0,1,9,9,1
20171005,0,0,0,4,14,2,0
20171003,0,1,0,7,6,6,0
20171001,0,0,0,1,9,7,3
20170928,0,0,2,0,1,10,7
20170926,0,0,0,0,14,6,0
20170924,0,0,0,0,4,5,11
20170921,0,0,0,0,7,8,5
20170919,0,0,0,2,2,8,8
20170917,0,0,0,1,4,9,6
20170914,0,0,1,1,4,10,4
20170912,0,0,0,2,11,7,0
20170910,0,0,0,0,5,9,6
20170907,0,0,0,0,3,12,5
20170905,0,0,0,0,6,11,3
20170903,0,0,3,6,11,0,0
20170831,0,0,0,0,7,5,8
20170829,0,0,3,6,7,4,0
20170827,0,0,0,0,3,6,11
20170824,0,0,0,2,8,10,0
20170822,0,0,0,0,10,8,2
20170820,0,0,0,0,7,3,10
20170817,0,0,1,3,5,11,0
20170815,0,0,0,0,1,5,14
20170813,0,0,0,0,10,9,1
20170810,0,0,0,0,7,7,6
20170808,0,0,0,5,14,1,0
20170806,0,0,0,0,3,9,8
20170803,0,0,1,3,9,4,3
20170801,0,0,0,1,6,8,5
20170730,0,0,0,0,1,5,14
20170727,0,0,0,1,6,6,7
20170725,0,0,0,0,7,9,4
20170723,0,0,0,1,11,8,0
20170720,0,0,0,2,6,10,2
20170718,0,0,0,0,3,6,11
20170716,0,0,0,1,3,9,7
20170713,0,0,0,0,3,8,9
20170711,0,0,1,2,6,10,1
20170709,0,0,2,1,6,7,4
20170706,0,0,0,0,5,8,7
20170704,0,0,1,8,6,5,0
20170702,0,0,0,0,4,10,6
20170629,0,0,0,6,11,3,0
20170627,0,0,3,10,6,1,0
20170625,0,0,0,5,6,8,1
20170622,0,0,0,1,9,5,5
20170620,0,0,3,4,4,8,1
20170618,0,0,2,1,8,7,2
20170615,0,0,0,1,8,8,3
20170613,0,0,1,2,4,10,3
20170611,0,0,0,0,4,13,3
20170608,0,0,0,2,6,9,3
20170606,0,0,0,1,9,7,3
20170604,0,0,0,1,3,11,5
20170601,0,0,2,2,5,9,2
20170530,0,1,3,5,6,5,0
20170528,0,0,0,1,1,9,9
20170525,0,0,0,4,6,9,1
20170523,0,0,0,1,0,9,10
20170521,0,0,0,0,6,13,1
20170518,0,0,0,2,8,7,3
20170516,0,0,0,1,3,6,10
20170514,0,0,0,2,2,8,8
20170511,0,0,3,9,7,1,0
20170509,0,0,0,1,3,4,12
20170507,0,0,0,1,4,8,7
20170504,0,0,0,0,1,8,11
20170502,0,0,0,0,2,11,7
20170430,0,0,0,0,7,13,0
20170427,0,0,0,0,3,5,12
20170425,0,0,0,0,16,4,0
20170423,0,0,1,4,6,6,3
20170420,0,0,0,1,5,8,6
20170418,0,0,0,1,3,10,6
20170416,0,0,0,2,4,6,8
20170413,0,0,0,5,9,4,2
20170411,0,0,0,4,3,7,6
20170409,0,0,0,1,8,9,2
20170406,0,0,0,0,4,9,7
20170404,0,0,0,2,2,10,6
20170402,0,0,0,2,7,7,4
20170330,0,0,1,3,9,5,2
20170328,0,0,1,8,7,4,0
20170326,0,0,1,10,6,3,0
20170323,0,0,0,2,6,7,5
20170321,0,0,0,0,4,11,5
20170319,0,0,0,0,7,4,9
20170316,0,0,0,1,4,8,7
20170314,0,0,0,1,4,10,5
20170312,0,0,0,1,4,9,6
20170309,0,0,0,0,6,8,6
20170307,0,0,0,1,4,11,4
20170305,0,0,0,1,7,9,3
20170302,0,0,0,0,1,8,11
20170228,0,0,0,3,5,11,1
20170226,0,1,3,6,6,3,1
20170223,0,1,6,6,7,0,0
20170221,0,0,0,3,10,7,0
20170219,0,0,0,0,2,13,5
20170216,0,0,1,2,5,8,4
20170214,0,0,0,0,3,10,7
20170212,0,0,0,1,6,8,5
20170209,0,0,1,2,10,5,2
20170207,0,0,0,2,8,9,1
20170205,0,0,0,5,8,7,0
20170126,0,0,0,0,1,7,12
20170124,0,0,0,0,0,5,15
20170122,0,0,0,0,4,7,9
20170119,0,0,1,3,8,8,0
20170117,0,0,0,0,4,9,7
20170115,0,0,0,1,8,10,1
20170112,0,0,0,1,9,9,1
20170110,0,1,1,3,8,7,0
20170108,0,0,0,2,5,8,5
20170105,0,0,1,1,6,10,2
20170103,0,0,0,1,5,11,3
20170101,0,0,0,0,4,6,10
20161229,0,0,0,0,1,3,16
20161227,0,0,0,3,2,10,5
20161225,0,0,2,6,7,4,1
20161222,0,0,0,3,2,8,7
20161220,0,0,6,3,9,2,0
20161218,0,0,0,9,7,4,0
20161215,0,0,0,1,7,9,3
20161213,0,0,0,2,5,9,4
20161211,0,0,0,2,9,9,0
20161208,0,0,0,4,16,0,0
20161206,0,0,0,0,9,8,3
20161204,0,0,0,5,6,9,0
20161201,0,0,0,0,2,7,11
20161129,0,1,4,12,3,0,0
20161127,0,0,0,0,3,17,0
20161124,0,0,0,0,2,12,6
20161122,0,1,0,5,10,4,0
20161120,0,0,0,2,7,6,5
20161117,0,0,0,3,7,10,0
20161115,0,0,0,2,7,11,0
20161113,0,0,4,4,7,5,0
20161110,0,0,0,0,1,12,7
20161108,0,0,0,0,4,8,8
20161106,0,0,0,2,3,5,10
20161103,0,1,0,5,9,5,0
20161101,0,0,0,1,2,12,5
20161030,0,0,0,0,4,8,8
20161027,0,0,0,1,3,7,9
20161025,0,0,2,1,8,8,1
20161023,0,0,0,5,7,7,1
20161020,0,0,0,0,1,9,10
20161018,0,0,0,3,7,8,2
20161016,0,0,0,0,6,8,6
20161013,0,0,0,1,5,9,5
20161011,0,0,1,10,6,3,0
20161009,0,0,0,3,11,6,0
20161006,0,0,0,1,12,7,0
20161004,0,0,1,4,10,4,1
20161002,0,0,0,3,4,8,5
20160929,0,0,0,0,2,11,7
20160927,0,0,1,3,10,5,1
20160925,0,0,0,0,4,7,9
20160922,0,0,0,3,7,8,2
20160920,0,1,1,12,5,1,0
20160918,0,0,0,2,8,10,0
20160915,0,0,0,3,4,6,7
20160913,0,0,1,4,11,4,0
20160911,0,0,0,0,6,12,2
20160908,0,0,0,2,8,10,0
20160906,0,1,0,6,9,3,1
20160904,0,0,0,2,7,10,1
20160901,0,0,0,0,6,11,3
20160830,0,1,6,11,2,0,0
20160828,0,0,0,4,6,6,4
20160825,0,0,4,7,7,2,0
20160823,0,0,3,7,10,0,0
20160821,0,0,0,1,6,8,5
20160818,0,0,0,2,4,9,5
20160816,0,0,1,2,8,7,2
20160814,0,0,0,1,4,13,2
20160811,0,0,0,0,3,12,5
20160809,0,0,0,0,5,13,2
20160807,0,0,0,0,2,6,12
20160804,0,0,0,0,5,10,5
20160802,0,0,6,10,2,2,0
20160731,0,0,0,4,5,8,3
20160728,0,0,0,1,2,9,8
20160726,0,0,0,0,4,7,9
20160724,0,0,0,2,4,13,1
20160721,0,0,0,1,2,11,6
20160719,0,0,0,0,4,9,7
20160717,0,0,0,2,3,11,4
20160714,0,0,0,3,7,10,0
20160712,0,0,1,3,9,6,1
20160710,0,0,0,4,9,7,0
20160707,0,0,0,0,3,11,6
20160705,0,0,0,0,6,14,0
20160703,0,0,0,3,7,9,1
20160630,0,0,0,2,8,5,5
20160628,0,0,0,0,3,3,14
20160626,0,0,0,3,5,9,3
20160623,0,0,0,0,8,8,4
20160621,0,0,0,1,5,8,6
20160619,0,0,0,3,5,9,3
20160616,0,0,0,3,7,8,2
20160614,0,0,0,4,9,5,2
20160612,0,0,0,0,4,8,8
20160609,0,0,0,2,6,7,5
20160607,0,0,0,3,4,9,4
20160605,0,0,0,0,4,7,9
20160602,0,0,0,2,4,10,4
20160531,0,0,0,0,0,11,9
20160529,0,0,0,0,4,9,7
20160526,0,0,0,0,4,9,7
20160524,0,0,0,0,4,10,6
20160522,0,0,0,1,5,7,7
20160519,0,0,1,1,7,4,7
20160517,0,0,0,1,5,10,4
20160515,0,0,0,2,5,11,2
20160512,0,0,0,2,5,12,1
