Date,P1,P2,P3,P4,P5
20230115,3,6,0,0,0
20230117,0,0,0,0,0
20230129,1,1,0,0,0
20230131,4,1,0,0,0
20230202,0,8,0,0,0
20230205,1,0,0,0,0
20230207,1,2,0,0,0
20230209,3,0,0,0,0
20230212,1,2,0,0,0
20230214,5,1,0,0,0
20230216,6,0,0,0,0
20230219,0,6,0,0,0
20230221,0,0,0,0,0
20230223,1,0,0,0,0
20230226,1,0,0,0,0
20230228,6,4,0,0,0
20230302,5,2,0,0,0
20230305,7,0,0,0,0
20230307,3,3,0,0,0
20230309,0,0,0,0,0
20230312,3,0,0,0,0
20230314,0,8,0,0,0
20230316,1,9,0,0,0
20230319,1,0,0,0,0
20230321,3,6,0,0,0
20230323,3,6,0,0,0
20230326,3,3,0,0,0
20230328,10,2,0,0,0
20230330,1,2,0,0,0
20230402,0,2,0,0,0
20230404,1,1,0,0,0
20230406,4,2,0,0,0
20230409,2,3,0,0,0
20230411,3,1,0,0,0
20230413,7,2,0,0,0
20230416,0,2,0,0,0
20230418,5,1,0,0,0
20230420,0,4,0,0,0
20230423,0,0,0,0,0
20230425,0,1,0,0,0
20230427,4,3,0,0,0
20230430,3,1,0,0,0
20230502,4,4,0,0,0
20230504,3,3,0,0,0
20230507,0,0,0,0,0
20230509,2,1,0,0,0
20230511,4,1,0,0,0
20230514,1,5,0,0,0
20230516,5,8,0,0,0
20230518,6,3,0,0,0
20230521,5,1,0,0,0
20230523,4,1,0,0,0
20230525,1,0,0,0,0
20230528,3,2,0,0,0
20230530,1,1,0,0,0
20230601,4,6,0,0,0
20230604,1,0,0,0,0
20230606,5,0,0,0,0
20230608,0,4,0,0,0
20230611,0,1,0,0,0
20230613,0,8,0,0,0
20230615,1,3,0,0,0
20230618,3,5,0,0,0
20230620,8,9,0,0,0
20230622,1,2,0,0,0
20230625,1,0,0,0,0
20230627,0,5,0,0,0
20230629,0,5,0,0,0
20230702,0,6,0,0,0
20230704,3,1,0,0,0
20230706,5,10,0,0,0
20230709,2,0,0,0,0
20230711,3,6,0,0,0
20230713,2,2,0,0,0
20230716,0,6,0,0,0
20230718,1,3,0,0,0
20230720,0,1,0,0,0
20230723,9,9,0,0,0
20230725,0,2,0,0,0
20230727,1,6,0,0,0
20230730,3,1,0,0,0
20230801,0,0,0,0,0
20230803,0,10,0,0,0
20230806,1,3,0,0,0
20230808,0,5,0,0,0
20230810,1,8,0,0,0
20230813,0,0,0,0,0
20230815,2,0,0,0,0
20230817,1,9,0,0,0
20230820,2,10,0,0,0
20230822,3,1,0,0,0
20230824,2,4,0,0,0
20230827,2,6,0,0,0
20230829,5,4,0,0,0
20230831,4,4,0,0,0
20230903,5,2,0,0,0
20230905,3,1,0,0,0
20230907,7,9,0,0,0
20230910,8,0,0,0,0
20230912,0,1,0,0,0
20230914,4,0,0,0,0
20230917,3,4,0,0,0
20230919,9,5,0,0,0
20230921,1,3,0,0,0
20230924,6,0,0,0,0
20230926,1,3,0,0,0
20230928,2,0,0,0,0
20231005,6,4,0,0,0
20231008,0,0,0,0,0
20231010,5,7,0,0,0
20231012,1,0,0,0,0
20231015,8,2,0,0,0
20231017,4,5,0,0,0
20231019,3,1,0,0,0
20231022,6,4,0,0,0
20231024,3,2,0,0,0
20231026,0,0,0,0,0
20231029,4,1,0,0,0
20231031,1,4,0,0,0
20231102,10,4,0,0,0
20231105,2,5,0,0,0
20231107,6,10,0,0,0
20231109,1,9,0,0,0
20231112,1,8,0,0,0
20231114,0,1,0,0,0
20231116,3,0,0,0,0
20231119,1,1,0,0,0
20231121,0,1,0,0,0
20231123,5,4,0,0,0
20231126,3,0,0,0,0
20231128,4,2,0,0,0
20231130,0,6,0,0,0
20231203,4,0,0,0,0
20231205,4,2,0,0,0
20231207,4,10,0,0,0
20231210,6,0,0,0,0
20231212,6,1,0,0,0
20231214,1,0,0,0,0
20231217,0,2,0,0,0
20231219,1,1,0,0,0
20231221,2,5,0,0,0
20231224,4,1,0,0,0
20231226,0,8,0,0,0
20231228,0,3,0,0,0
20231231,0,0,0,0,0
20240102,3,0,0,0,0
20240104,3,1,0,0,0
20240107,0,0,0,0,0
20240109,9,0,0,0,0
20240111,4,1,0,0,0
20240114,4,0,0,0,0
20240116,1,3,0,0,0
20240118,3,7,0,0,0
20240121,1,4,0,0,0
20240123,10,0,0,0,0
20240125,2,4,0,0,0
20240128,6,7,0,0,0
20240130,5,1,0,0,0
20240201,0,6,0,0,0
20240204,0,3,0,0,0
20240206,0,0,0,0,0
20240218,1,2,0,0,0
20240220,2,5,0,0,0
20240222,2,1,0,0,0
20240225,9,9,0,0,0
20240227,2,4,0,0,0
20240229,2,0,0,0,0
20240303,10,5,0,0,0
20240305,0,0,0,0,0
20240307,0,0,0,0,0
20240310,5,2,0,0,0
20240312,1,0,0,0,0
20240314,1,9,0,0,0
20240317,0,7,0,0,0
20240319,3,5,0,0,0
20240321,9,4,0,0,0
20240324,2,1,0,0,0
20240326,6,1,0,0,0
20240328,2,3,0,0,0
20240331,1,2,0,0,0
20240402,2,0,0,0,0
20240404,10,0,0,0,0
20240407,2,3,0,0,0
20240409,6,10,0,0,0
20240411,4,2,0,0,0
20240414,3,0,0,0,0
20240416,1,4,0,0,0
20240418,2,1,0,0,0
20240421,6,5,0,0,0
20240423,2,1,0,0,0
20240425,4,2,0,0,0
20240428,8,0,0,0,0
20240430,1,3,0,0,0
20240502,4,1,0,0,0
20240505,0,1,0,0,0
20240507,3,3,0,0,0
20240509,2,0,0,0,0
20240512,1,8,0,0,0
20240514,10,0,0,0,0
20240516,1,2,0,0,0
20240519,2,1,0,0,0
20240521,2,2,0,0,0
20240523,3,6,0,0,0
20240526,7,3,0,0,0
20240528,0,0,0,0,0
20240530,6,4,0,0,0
20240602,0,0,0,0,0
20240604,3,4,0,0,0
20240606,2,1,0,0,0
20240609,4,2,0,0,0
20240611,6,3,0,0,0
20240613,3,6,0,0,0
20240616,0,2,0,0,0
20240618,1,0,0,0,0
20240620,1,5,0,0,0
20240623,1,9,0,0,0
20240625,2,0,0,0,0
20240627,4,0,0,0,0
20240630,3,2,0,0,0
20240702,4,6,0,0,0
20240704,6,3,0,0,0
20240707,2,1,0,0,0
20240709,1,2,0,0,0
20240711,5,4,0,0,0
20240714,5,1,0,0,0
20240716,9,1,0,0,0
20240718,5,7,0,0,0
20240721,3,1,0,0,0
20240723,1,8,0,0,0
20240725,10,8,0,0,0
20240728,0,1,0,0,0
20240730,1,2,0,0,0
20240801,4,0,0,0,0
20240804,4,1,0,0,0
20240806,5,7,0,0,0
20240808,0,4,0,0,0
20240811,1,7,0,0,0
20240813,1,8,0,0,0
20240815,7,0,0,0,0
20240818,3,1,0,0,0
20240820,6,1,0,0,0
20240822,1,3,0,0,0
20240825,9,2,0,0,0
20240827,7,4,0,0,0
20240829,7,2,0,0,0
20240901,1,6,0,0,0
20240903,2,2,0,0,0
20240905,0,0,0,0,0
20240908,3,2,0,0,0
20240910,2,10,0,0,0
20240912,3,1,0,0,0
20240915,9,7,0,0,0
20240917,5,10,0,0,0
20240919,3,1,0,0,0
20240922,8,8,0,0,0
20240924,5,2,0,0,0
20240926,10,10,0,0,0
20240929,4,6,0,0,0
20241006,2,0,0,0,0
20241008,8,0,0,0,0
20241010,0,3,0,0,0
20241013,0,1,0,0,0
20241015,6,5,0,0,0
20241017,8,7,0,0,0
20241020,7,4,0,0,0
20241022,0,2,0,0,0
20241024,10,7,0,0,0
20241027,1,0,0,0,0
20241029,10,3,0,0,0
20241031,1,3,0,0,0
20241103,6,3,0,0,0
20241105,2,9,0,0,0
20241107,3,2,0,0,0
20241110,1,3,0,0,0
20241112,2,0,0,0,0
20241114,1,5,0,0,0
20241117,1,1,0,0,0
20241119,7,1,0,0,0
20241121,3,2,0,0,0
20241124,10,0,0,0,0
20241126,4,10,0,0,0
20241128,1,7,0,0,0
20241201,1,3,0,0,0
20241203,5,3,0,0,0
20241205,2,2,0,0,0
20241208,3,3,0,0,0
20241210,6,2,0,0,0
20241212,8,3,0,0,0
20241215,0,10,0,0,0
20241217,7,1,0,0,0
20241219,8,2,0,0,0
20241222,2,0,0,0,0
20241224,2,0,0,0,0
20241226,1,8,0,0,0
20241229,8,3,0,0,0
20241231,2,7,0,0,0
20250102,0,0,0,0,0
20250105,0,6,0,0,0
20250107,1,2,0,0,0
